life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
69.68,8.06,13.16,5976.08,0.669,Medium
52.65,6.94,12.81,4882.23,0.5575,Medium
50.43,2.35,11.04,1286.48,0.4113,Low
65.36,4.5,9.82,2961.29,0.5325,Low
67.65,6.13,11.06,2575.64,0.5688,Medium
54.48,6.23,8.14,1050.84,0.4341,Low
78.36,4.79,9.96,6202.14,0.625,Medium
72.05,5.95,8.03,4509.26,0.579,Medium
62.63,7.41,13.57,8038.34,0.6473,Medium
59.31,4.58,6.83,3815.07,0.4848,Low
86,11.16,16.41,69764.13,0.9355,Very High
67.47,8.9,12.21,9484.24,0.6834,Medium
60.56,3.87,8.31,1665.65,0.457,Low
55.59,1.96,4.92,548.38,0.3053,Low
84.59,11.41,17.44,60484.19,0.9403,Very High
54.71,6.54,11.3,3110.71,0.5283,Low
59.67,5.08,10.61,2085.23,0.5066,Low
72.68,10.0,13.79,22534.11,0.7803,High
67.25,9.83,13.01,10358.33,0.7054,High
46.94,0.5,7.82,622.2,0.2991,Low
75.93,12.44,13.36,20196.48,0.8154,Very High
82.39,12.83,18,66054.96,0.9558,Very High
55.96,4.91,14.07,2556.37,0.5315,Low
80.76,11.51,15.81,58739.23,0.9048,Very High
86,9.41,16.23,32911.33,0.8747,Very High
54.95,0.74,6.44,785.05,0.3242,Low
73.08,9.96,13.76,13011.1,0.7542,High
67.16,9.62,9.66,2359.83,0.5887,Medium
78.41,8.34,13.89,11463.03,0.7532,High
55.91,5.45,11.66,3933.44,0.5371,Low
74.34,11.43,12.01,28418.84,0.7988,High
46.34,2.93,7.41,770.56,0.336,Low
73.29,6.55,18,15322.24,0.765,High
53.06,1.73,5.41,1378.39,0.3473,Low
61.89,5.48,12.17,3401.34,0.5633,Medium
45,5.55,8.42,373.94,0.3178,Low
70.07,3.19,11.06,3618.32,0.5569,Medium
75.25,10.19,16.0,40599.63,0.8457,Very High
73.74,7.38,10.08,6944.89,0.653,Medium
52.92,1.23,5.09,617.22,0.2939,Low
61.12,4.84,7.79,2831.7,0.4941,Low
54.59,4.97,8.45,939.33,0.4161,Low
68.82,7.36,11.91,3950.59,0.6217,Medium
71.66,5.9,7.97,2500.51,0.5446,Low
85.37,10.71,16.58,39595.23,0.904,Very High
53.01,4.39,7.92,629.8,0.3726,Low
58.33,3.3,7.76,1677.84,0.4341,Low
61.6,7.29,12.91,6608.82,0.6247,Medium
68.98,7.18,10.92,8758.49,0.6513,Medium
81.35,11.42,17.49,47296.57,0.9129,Very High
72.87,9.72,17.22,16446.98,0.7954,High
74.16,9.53,10.8,9947.41,0.7098,High
68.49,9.96,9.0,6814.28,0.6517,Medium
55.71,4.79,3.62,549.55,0.3327,Low
74.87,9.05,12.65,11157.96,0.7323,High
86,11.18,16.72,71342.52,0.94,Very High
67.27,10.39,11.94,6176.99,0.6747,Medium
71.73,8.4,11.44,7130.36,0.6743,Medium
66.2,9.07,8.47,5836.86,0.617,Medium
60.12,8.12,10.5,2121.71,0.543,Low
61.65,9.19,12.16,14151.42,0.6759,Medium
60.62,5.47,8.21,1484.32,0.471,Low
74.26,9.7,16.36,15106.9,0.7894,High
74.73,9.31,14.95,30458.67,0.8082,Very High
66.43,6.38,12.46,8791.45,0.6462,Medium
54.35,3.98,6.67,550.55,0.3512,Low
78.54,12.93,14.09,36536.77,0.8708,Very High
67.22,8.91,11.33,5053.91,0.6409,Medium
84.15,9.85,11.18,45542.2,0.8355,Very High
65.25,8.41,12.52,5326.03,0.6403,Medium
79.13,9.34,15.42,39196.54,0.8467,Very High
59.53,6.08,9.4,1601.03,0.4907,Low
80.73,11.05,13.97,27528.03,0.8432,Very High
62.05,2.04,9.6,1155.93,0.431,Low
64.83,7.59,11.79,4364.38,0.6112,Medium
68.51,6.07,9.6,3008.36,0.5646,Medium
57.26,5.78,11.86,2028.24,0.5143,Low
66.57,9.1,15.85,7584.63,0.7036,High
56.2,2.5,7.34,1041.72,0.384,Low
85.82,10.7,18,53158.6,0.933,Very High
72.29,8.89,14.45,11566.07,0.7385,High
69.25,8.94,14.77,16772.81,0.746,High
51.44,5.58,7.17,943.86,0.3983,Low
66.41,6.83,14.7,9126.76,0.6765,Medium
58.41,7.36,11.16,2539.8,0.5433,Low
75.82,13.42,13.38,40212.37,0.8605,Very High
59.42,5.86,13.79,5001.75,0.5919,Medium
59.91,3.79,3.45,1816.73,0.3909,Low
47.95,0.5,5.89,610.28,0.2767,Low
76.19,10.78,13.95,30456.34,0.8232,Very High
70.05,6.38,13.43,2995.61,0.6142,Medium
58.15,2.08,8.17,706.9,0.3716,Low
70.73,5.04,12.69,12116.48,0.6653,Medium
63.05,7.24,8.5,1277.6,0.4955,Low
74.25,7.26,12.01,5421.69,0.6617,Medium
68.31,9.49,14.32,6122.29,0.6909,Medium
82.82,10.37,17.79,78016.95,0.9328,Very High
78.98,11.82,17.97,95000,0.9323,Very High
60.61,4.84,9.13,1302.42,0.465,Low
64.38,5.86,8.91,1926.53,0.5131,Low
74.78,8.57,14.11,15812.59,0.7587,High
73.66,12.13,15.71,34069.18,0.8488,Very High
63.74,6.51,11.73,4009.58,0.5884,Medium
66.73,7.07,12.29,4176.06,0.6162,Medium
64.46,5.92,10.14,3341.92,0.5579,Medium
72.49,11.1,11.86,38929.13,0.7984,High
68.38,9.89,13.59,7990.0,0.7035,High
74.06,10.87,14.88,18415.54,0.7979,High
63.39,8.77,13.78,3952.13,0.6302,Medium
80.36,12.38,15.48,31295.54,0.8789,Very High
46.96,1.69,7.42,678.66,0.3158,Low
68.08,9.49,12.43,20491.61,0.7327,High
71.02,6.46,14.22,13916.63,0.7095,High
81.55,10.57,18,50405.58,0.9121,Very High
73.48,8.82,13.88,8331.48,0.7202,High
52.92,4.92,7.28,638.02,0.3731,Low
68.32,6.7,12.09,4550.75,0.6211,Medium
55.72,4.28,4.73,717.31,0.3553,Low
53.09,1.22,4.52,402.57,0.2611,Low
62.41,5.76,12.34,2587.04,0.5556,Medium
51.21,1.92,4.93,572.12,0.2941,Low
76.85,10.57,16.52,44930.69,0.8682,Very High
54.48,1.26,4.89,824.14,0.3108,Low
71.16,8.77,15.79,22829.37,0.7785,High
74.84,7.69,13.02,17203.21,0.7401,High
53.4,3.51,6.65,805.42,0.3656,Low
53.28,4.8,11.12,2377.51,0.4862,Low
59.26,4.87,8.8,1970.78,0.4802,Low
70.55,7.11,12.18,4221.05,0.6325,Medium
56.53,5.83,7.3,1736.93,0.4584,Low
64.29,8.91,11.92,7685.9,0.6548,Medium
59.92,6.27,8.05,1523.89,0.4782,Low
79.61,9.62,17.79,36423.32,0.8731,Very High
74.46,9.21,9.88,13829.69,0.7132,High
64.36,6.36,14.65,8412.23,0.6563,Medium
80.7,7.72,13.26,13196.08,0.7552,High
61.33,5.17,6.29,2040.82,0.465,Low
49.74,2.73,9.89,789.23,0.3738,Low
60.61,4.11,10.85,1535.04,0.4835,Low
78.7,12.1,16.43,51540.19,0.9014,Very High
51.99,3.57,9.25,621.24,0.371,Low
70.98,9.69,10.4,10379.62,0.6956,Medium
73.6,10.52,14.12,24454.22,0.7984,High
70.75,11.66,12.66,19078.95,0.7711,High
61.13,4.79,11.75,1753.23,0.5105,Low
64.16,5.04,7.37,2365.36,0.4947,Low
77.3,10.01,13.27,25765.68,0.8037,Very High
70.4,11.35,12.2,22393.91,0.7689,High
83.56,12.12,14.7,62036.25,0.9171,Very High
58.47,6.98,9.92,1545.95,0.4992,Low
83.03,9.69,14.55,66463.74,0.8846,Very High
72.47,11.35,9.15,8563.05,0.7001,High
67.0,6.66,10.93,4794.56,0.6057,Medium
81.37,10.59,13.84,23036.07,0.8301,Very High
57.67,2.9,8.96,1120.01,0.418,Low
60.0,4.01,9.64,2391.03,0.4912,Low
58.06,4.26,4.29,668.84,0.3527,Low
72.31,10.1,15.43,34433.2,0.816,Very High
72.98,9.93,11.62,13132.12,0.7323,High
63.71,2.5,7.73,938.25,0.4077,Low
78.52,10.95,16.18,50550.76,0.8835,Very High
59.05,6.7,8.38,3658.9,0.5302,Low
80.7,11.37,16.83,55604.94,0.9104,Very High
86,13.1,17.13,82520.78,0.9699,Very High
47.03,1.45,7.47,925.31,0.3295,Low
65.62,6.07,10.15,7762.12,0.6068,Medium
53.54,1.78,9.82,768.02,0.3751,Low
52.69,6.31,8.77,1322.84,0.4466,Low
62.74,5.75,6.37,2069.84,0.4806,Low
57.26,4.89,7.52,2096.49,0.4611,Low
73.58,9.91,14.3,39378.97,0.815,Very High
80.4,9.22,13.25,20028.3,0.795,High
63.67,8.31,14.47,5580.84,0.652,Medium
76.42,8.67,11.82,16966.43,0.7463,High
78.86,8.36,14.5,20011.58,0.7905,High
63.85,8.4,11.56,5505.53,0.6261,Medium
75.84,10.16,13.7,16655.42,0.7815,High
55.75,6.74,5.26,496.19,0.3668,Low
64.96,5.87,10.59,3233.8,0.5624,Medium
52.01,4.06,7.67,859.8,0.382,Low
57.82,7.07,5.88,1286.6,0.4475,Low
69.94,9.39,8.12,6472.65,0.6387,Medium
56.86,5.45,6.92,2960.22,0.477,Low
76.52,14.5,16.29,39313.18,0.9022,Very High
72.56,3.91,12.41,7044.06,0.6274,Medium
64.06,2.1,8.43,1204.8,0.4263,Low
65.62,8.58,9.78,3454.38,0.5939,Medium
49.37,4.8,10.45,719.13,0.3929,Low
73.03,7.5,12.95,6559.8,0.6799,Medium
75.91,7.37,10.99,9267.05,0.687,Medium
73.83,12.04,11.02,27056.33,0.7914,High
59.57,4.71,12.43,3327.3,0.5449,Low
74.81,9.16,15.07,28659.89,0.8051,Very High
77.69,9.86,13.37,24388.97,0.802,Very High
72.42,9.6,13.7,26896.1,0.7816,High
67.89,10.7,13.99,7530.95,0.7104,High
83.89,7.81,15.38,27918.05,0.8315,Very High
80.37,10.23,15.82,29195.45,0.8535,Very High
55.68,5.24,13.09,4404.24,0.5528,Medium
48.63,1.94,4.99,398.58,0.2654,Low
69.07,5.24,11.17,4216.16,0.5915,Medium
72.53,8.14,10.93,7713.28,0.6731,Medium
78.04,8.1,15.04,12986.3,0.7671,High
72.31,9.12,13.85,12578.48,0.7397,High
47.81,3.3,3.4,300,0.2441,Low
77.67,11.28,18,55760.57,0.9055,Very High
71.8,12.04,13.65,27304.01,0.8078,Very High
77.34,10.32,11.79,13494.94,0.7599,High
74.54,8.45,9.9,10962.44,0.6921,Medium
57.45,0.5,7.42,519.51,0.3173,Low
56.27,8.36,11.97,2666.2,0.5531,Medium
75.38,11.06,11.91,23524.71,0.7891,High
78.57,14.5,17.43,31869.6,0.9122,Very High
55.75,3.74,6.74,832.48,0.3801,Low
74.33,7.79,13.5,10327.02,0.7189,High
82.25,13.43,17.81,84573.4,0.9664,Very High
74.74,6.23,17.02,11651.47,0.744,High
68.56,6.87,12.35,3379.7,0.6103,Medium
52.46,2.3,5.86,625.79,0.3213,Low
73.8,10.79,11.19,12770.95,0.7408,High
54.67,2.53,7.52,894.82,0.3727,Low
64.29,7.88,12.94,7159.51,0.6491,Medium
68.31,8.11,12.69,3841.94,0.6343,Medium
68.02,10.14,15.62,11939.29,0.7441,High
79.54,6.96,18,16656.15,0.8031,Very High
71.15,7.99,12.29,8284.66,0.6833,Medium
81.36,11.26,17.48,62663.48,0.9246,Very High
67.69,7.42,12.53,4405.69,0.6298,Medium
85.18,14.5,14.59,68156.21,0.9568,Very High
79.81,12.43,18,60179.88,0.9334,Very High
75.83,9.88,12.54,16915.95,0.767,High
69.84,2.92,9.81,4582.2,0.5471,Low
72.96,7.79,12.72,8967.23,0.6975,Medium
77.91,11.45,13.39,43774.03,0.8511,Very High
54.8,3.63,8.84,907.58,0.4029,Low
53.25,1.02,6.34,529.88,0.3003,Low
62.68,4.39,9.18,5159.78,0.5395,Low
86,10.82,14.04,60856.9,0.8992,Very High
86,13.36,13.7,44896.86,0.9133,Very High
74.94,10.35,16.78,53845.06,0.8668,Very High
70.6,7.56,8.9,6216.14,0.6236,Medium
66.55,5.37,11.6,6698.73,0.6109,Medium
82.44,9.77,17.59,28658.31,0.8743,Very High
54.74,2.76,9.23,1065.28,0.4051,Low
77.09,10.17,14.79,19150.18,0.8056,Very High
69.72,10.89,15.89,19553.32,0.7886,High
66.78,11.73,13.86,20653.02,0.7662,High
81.59,12.7,14.5,27527.91,0.8725,Very High
75.54,9.4,13.02,9053.88,0.7322,High
68.2,9.54,8.46,1936.92,0.5683,Medium
45,6.04,8.69,396.93,0.3285,Low
65.08,6.93,7.99,2690.65,0.5386,Low
49.33,2.23,5.21,655.0,0.3038,Low
75.98,9.03,12.74,8885.06,0.7257,High
62.49,5.95,10.42,4073.83,0.563,Medium
56.41,3.48,7.51,975.99,0.397,Low
70.43,6.46,7.94,9529.33,0.6152,Medium
69.22,6.92,12.33,11025.17,0.6756,Medium
77.47,13.79,13.18,46860.49,0.8786,Very High
71.74,10.73,11.21,12710.01,0.7304,High
83.63,9.71,13.33,33882.03,0.8424,Very High
59.47,3.04,7.05,1123.37,0.404,Low
76.41,10.17,13.38,23793.33,0.7989,High
78.72,10.46,11.22,20470.72,0.7827,High
63.46,7.15,12.92,6915.16,0.6346,Medium
75.67,11.98,18,71895.92,0.9147,Very High
57.07,4.71,9.52,1737.19,0.4697,Low
68.56,7.8,10.16,5975.19,0.6303,Medium
73.55,12.42,16.69,25203.47,0.8452,Very High
80.51,10.05,15.32,38487.81,0.8603,Very High
71.79,7.56,12.93,6276.29,0.6727,Medium
55.98,1.0,7.8,1140.03,0.3706,Low
64.44,8.13,13.9,8467.25,0.6703,Medium
72.58,9.76,15.33,10246.8,0.7519,High
79.91,7.96,14.75,19986.86,0.7926,High
74.67,11.42,15.59,63262.91,0.8737,Very High
63.76,8.73,11.45,3414.87,0.6025,Medium
75.05,6.95,16.27,34223.62,0.7992,High
66.03,6.1,11.48,3176.2,0.5781,Medium
71.28,11.35,13.32,16143.91,0.7682,High
81.88,11.2,15.04,36758.82,0.8759,Very High
47.95,0.84,10.52,416.1,0.3095,Low
73.05,8.27,9.44,8389.58,0.6648,Medium
79.29,12.05,14.44,33002.25,0.8624,Very High
68.41,9.28,14.22,15015.04,0.735,High
65.61,7.34,8.51,5250.99,0.5867,Medium
70.24,8.81,13.05,8569.91,0.6987,Medium
58.76,6.85,8.64,2382.21,0.5114,Low
53.25,1.76,9.69,596.25,0.3562,Low
69.42,5.73,11.38,6163.64,0.6214,Medium
86,12.45,15.02,53778.39,0.9246,Very High
73.2,9.1,16.71,16084.06,0.7841,High
48.55,3.7,3.12,379.8,0.2649,Low
50.48,2.42,10.06,847.41,0.3791,Low
51.45,3.61,9.83,1007.44,0.405,Low
70.73,6.71,12.3,7435.63,0.6598,Medium
64.22,3.09,9.08,2456.05,0.489,Low
62.04,3.8,10.09,1979.38,0.4915,Low
64.75,7.73,9.23,4414.76,0.5872,Medium
61.46,3.48,8.13,2399.79,0.4713,Low
77.55,7.88,11.3,12014.73,0.7175,High
72.4,9.46,16.57,10189.3,0.7587,High
85.48,11.18,16.16,81048.88,0.9366,Very High
80.66,11.06,15.91,35009.51,0.8749,Very High
56.29,3.65,9.45,1358.77,0.4389,Low
86,9.77,16.76,34739.92,0.8875,Very High
56.07,2.81,7.95,594.57,0.3609,Low
69.77,8.64,14.2,13294.1,0.7281,High
75.91,11.13,10.34,31207.41,0.789,High
59.38,7.4,12.67,5666.89,0.6048,Medium
62.91,5.71,13.39,4255.97,0.5947,Medium
59.06,3.7,4.71,878.9,0.3688,Low
54.01,4.6,9.97,946.49,0.4244,Low
80.52,12.52,16.05,25067.77,0.8753,Very High
59.13,4.48,10.24,1405.55,0.4707,Low
49.65,2.7,5.91,421.23,0.2932,Low
53.25,4.16,8.52,796.01,0.3918,Low
68.59,7.23,8.95,5075.89,0.6011,Medium
46.28,3.68,8.62,579.52,0.3387,Low
61.15,4.1,8.09,2008.52,0.4699,Low
69.47,3.45,9.03,3748.05,0.5341,Low
68.83,5.42,7.92,6982.81,0.5779,Medium
68.87,6.61,11.01,7800.2,0.6385,Medium
68.65,8.0,13.37,4725.26,0.6527,Medium
58.44,1.83,10.53,1061.21,0.4209,Low
86,11.71,16.12,81537.36,0.9429,Very High
65.14,7.5,12.13,6669.53,0.6371,Medium
82.66,9.84,15.19,59847.33,0.8872,Very High
72.85,10.93,13.14,14043.65,0.7623,High
71.98,8.11,9.81,11859.14,0.6792,Medium
53.89,3.79,6.42,1309.92,0.3952,Low
71.89,6.0,13.73,17156.5,0.7118,High
65.01,4.49,9.09,2155.57,0.5055,Low
79.23,8.88,14.74,29412.33,0.8203,Very High
69.24,4.26,9.84,4664.38,0.5674,Medium
57.32,4.13,8.0,1419.74,0.436,Low
61.77,6.86,12.74,5665.11,0.6112,Medium
78.89,13.6,12.12,45325.97,0.8712,Very High
62.83,6.89,8.69,1393.26,0.4979,Low
72.12,12.32,16.2,25446.4,0.8328,Very High
58.4,3.12,5.59,954.75,0.3737,Low
86,11.14,14.0,64465.72,0.9056,Very High
63.84,8.23,9.36,2308.61,0.5549,Medium
70.28,9.62,11.16,6700.32,0.6766,Medium
79.38,6.02,15.36,33836.22,0.7958,High
56.83,8.27,7.04,1450.69,0.476,Low
78.21,11.08,18,46104.54,0.8969,Very High
57.31,6.14,10.7,808.18,0.4497,Low
53.91,3.84,6.78,356.59,0.3165,Low
70.03,8.73,11.79,11291.1,0.6978,Medium
72.63,8.21,12.28,12939.71,0.7152,High
46.28,2.91,6.65,499.27,0.3024,Low
55.45,2.85,8.0,678.9,0.3686,Low
55.84,4.39,6.59,734.21,0.3797,Low
60.36,7.52,13.38,5178.43,0.6131,Medium
77.77,10.6,13.43,23797.49,0.8111,Very High
60.96,5.64,5.27,1152.27,0.4269,Low
79.19,8.14,14.37,13826.45,0.7689,High
71.66,8.44,11.13,10894.14,0.6929,Medium
56.08,5.21,6.17,2706.48,0.457,Low
78.71,10.23,15.06,28673.06,0.8369,Very High
52.0,5.69,6.07,568.9,0.3592,Low
54.65,3.72,4.95,594.19,0.3347,Low
54.77,4.42,8.94,761.37,0.4019,Low
67.51,12.63,13.1,13409.16,0.7515,High
52.02,0.54,7.15,518.53,0.2983,Low
71.62,8.89,12.62,12563.55,0.7211,High
59.23,4.45,7.25,476.13,0.3678,Low
62.58,7.7,9.63,4370.3,0.5808,Medium
82.56,12.51,18,53277.04,0.9424,Very High
86,11.29,16.27,25368.32,0.8849,Very High
64.19,6.9,9.35,2843.64,0.5522,Medium
76.87,9.49,14.45,9900.37,0.7582,High
83.02,11.63,16.51,46489.24,0.9131,Very High
75.73,8.35,12.9,18240.13,0.7544,High
76.68,9.14,15.6,44675.33,0.8402,Very High
59.99,5.91,6.21,1508.83,0.4534,Low
55.33,6.54,9.36,3220.12,0.5145,Low
80.73,12.34,13.29,54588.47,0.8854,Very High
82.01,14.12,17.61,95000,0.971,Very High
72.76,9.05,11.26,6304.08,0.6783,Medium
47.42,2.35,7.85,612.73,0.3247,Low
60.04,2.98,7.03,410.52,0.3382,Low
48.05,4.62,8.01,722.61,0.3648,Low
63.43,7.18,12.7,5330.43,0.6194,Medium
66.27,7.22,10.01,3035.65,0.5753,Medium
72.08,9.97,15.65,18948.33,0.7868,High
55.82,4.97,9.21,1554.78,0.4583,Low
77.3,12.99,15.33,50505.31,0.8928,Very High
80.87,12.9,17.11,31569.14,0.9032,Very High
51.55,3.64,6.83,1212.42,0.3846,Low
65.01,7.09,10.86,4139.73,0.594,Medium
53.1,1.51,8.75,1358.3,0.3891,Low
82.55,10.27,15.0,40437.59,0.8716,Very High
64.5,5.78,8.44,3072.07,0.5329,Low
77.66,9.52,18,39124.26,0.8679,Very High
61.03,7.02,9.27,4226.93,0.5598,Medium
76.79,9.84,12.04,21242.95,0.7767,High
54.34,3.67,6.03,665.19,0.3525,Low
70.44,7.78,11.32,5948.28,0.6501,Medium
77.87,10.56,16.8,41781.43,0.8727,Very High
86,14.03,18,93718.26,0.9891,Very High
68.76,6.34,13.13,4747.93,0.6317,Medium
78.21,13.48,18,60511.41,0.9369,Very High
74.37,11.03,11.82,10391.88,0.7419,High
60.26,5.77,8.71,3428.14,0.5237,Low
54.18,4.3,9.06,722.61,0.3959,Low
59.58,5.85,8.43,1842.33,0.4863,Low
81.62,9.65,12.14,19367.25,0.792,High
86,11.99,18,57098.81,0.9519,Very High
84.05,13.39,18,54686.59,0.9612,Very High
46.21,2.66,7.24,389.39,0.2884,Low
57.14,4.15,9.34,1220.04,0.4412,Low
52.81,0.5,9.74,564.01,0.3359,Low
86,11.37,16.56,80059.26,0.9431,Very High
71.44,9.38,16.61,19650.57,0.7876,High
66.88,7.52,15.5,4286.81,0.6533,Medium
70.13,9.55,18,19428.5,0.7949,High
70.9,4.9,15.65,5887.65,0.6607,Medium
80.57,12.61,15.93,43053.59,0.9031,Very High
77.84,13.1,17.78,43143.68,0.9121,Very High
61.12,6.77,11.95,4372.76,0.5861,Medium
78.34,11.39,12.92,33387.44,0.8349,Very High
57.5,0.62,6.48,693.8,0.3236,Low
75.7,9.73,13.46,10530.42,0.7495,High
78.74,10.02,16.43,40985.54,0.8658,Very High
66.7,6.17,10.39,3418.82,0.5744,Medium
79.29,9.82,16.08,63513.68,0.8829,Very High
47.65,4.35,6.3,658.45,0.3384,Low
74.33,11.34,18,31528.27,0.8608,Very High
73.93,10.17,15.23,11249.48,0.7669,High
67.59,9.4,15.4,10205.77,0.7238,High
74.05,6.69,11.67,8645.18,0.6742,Medium
79.24,6.77,12.6,11394.86,0.7214,High
69.09,9.46,12.48,13356.96,0.7177,High
47.58,2.66,6.53,463.73,0.2984,Low
71.4,8.67,13.84,8204.56,0.7078,High
78.47,9.0,13.46,24039.45,0.7948,High
61.28,6.34,11.92,7301.96,0.6067,Medium
63.13,7.84,12.57,6774.52,0.6366,Medium
46.93,5.43,8.88,1378.71,0.4126,Low
65.17,9.29,13.73,9498.85,0.6913,Medium
60.06,2.61,8.48,1004.47,0.4107,Low
62.71,3.91,12.52,1686.44,0.5118,Low
80.14,10.9,16.26,57146.06,0.8976,Very High
75.17,14.5,17.17,52422.42,0.9169,Very High
72.45,8.87,12.3,7916.71,0.6977,Medium
58.48,3.15,7.5,1061.7,0.4045,Low
57.22,4.12,8.53,800.72,0.4069,Low
65.22,5.52,8.65,1975.99,0.5105,Low
67.68,10.64,14.26,18505.94,0.7573,High
54.17,5.26,7.44,643.22,0.3836,Low
75.36,7.36,13.35,6823.61,0.6943,Medium
70.63,8.41,11.78,9470.8,0.6878,Medium
86,10.16,14.05,69411.35,0.8964,Very High
76.68,8.28,11.23,10514.49,0.7117,High
78.24,14.5,12.87,35487.73,0.8742,Very High
68.96,6.22,9.39,5821.07,0.6005,Medium
51.49,3.98,5.97,799.1,0.3566,Low
49.03,1.64,6.95,694.81,0.3188,Low
70.31,9.76,12.99,14412.06,0.736,High
73.41,10.1,16.04,19190.0,0.7992,High
54.63,1.06,7.12,426.96,0.3008,Low
55.63,5.7,8.04,1139.24,0.4367,Low
67.77,9.11,13.61,6893.71,0.6842,Medium
46.9,1.33,6.23,563.74,0.2864,Low
66.36,7.38,11.36,8138.04,0.6433,Medium
67.77,4.15,9.99,2519.3,0.5301,Low
63.94,6.79,11.13,3765.13,0.5832,Medium
51.37,0.91,4.64,461.81,0.2608,Low
71.95,12.99,11.48,21463.68,0.787,High
59.61,6.36,10.03,1629.98,0.5013,Low
56.38,4.49,4.12,569.26,0.3386,Low
82.29,8.75,16.39,53023.24,0.8786,Very High
78.31,10.21,12.47,21234.53,0.7929,High
63.83,5.28,8.04,1276.86,0.4697,Low
58.05,5.17,11.19,1034.31,0.4639,Low
69.51,5.14,8.91,4168.44,0.5644,Medium
73.72,9.43,15.3,26504.41,0.8015,Very High
77.95,10.65,15.9,18063.25,0.823,Very High
78.76,12.14,16.04,73591.31,0.9152,Very High
77.31,10.33,12.22,25314.07,0.7958,High
60.86,1.86,12.9,4258.46,0.531,Low
48.18,1.88,4.94,1117.04,0.3161,Low
51.87,0.61,7.99,428.22,0.2966,Low
62.97,7.25,11.48,1860.08,0.5469,Low
86,12.72,16.52,74813.88,0.9592,Very High
67.26,8.63,9.76,4943.82,0.621,Medium
81.19,10.85,16.8,22750.56,0.8614,Very High
62.45,7.85,9.71,3161.8,0.5658,Medium
69.55,6.36,13.37,7425.44,0.6613,Medium
77.52,10.13,13.42,20429.66,0.7965,High
56.78,6.97,8.83,2247.49,0.5028,Low
58.31,3.67,9.14,1127.46,0.4329,Low
68.47,10.68,11.63,16171.28,0.73,High
81.9,10.85,17.05,75051.3,0.9265,Very High
66.35,4.3,10.89,4869.4,0.5714,Medium
72.23,7.32,16.61,13681.68,0.7495,High
67.65,8.73,13.94,8717.0,0.695,Medium
74.2,9.42,15.26,16180.26,0.779,High
63.57,6.7,9.04,3924.56,0.5607,Medium
45.66,0.68,6.73,606.91,0.2826,Low
71.04,9.19,11.98,8140.48,0.6935,Medium
86,11.91,17.76,38696.39,0.9289,Very High
69.6,9.92,12.52,24444.07,0.7548,High
66.39,3.53,8.53,2038.41,0.4867,Low
67.54,2.93,8.66,1855.13,0.4778,Low
80.13,12.88,14.66,36559.36,0.8836,Very High
72.37,10.92,12.33,10378.69,0.7363,High
74.27,6.86,12.9,14924.74,0.7183,High
73.51,9.88,9.91,10045.68,0.7023,High
79.93,8.92,13.89,42637.96,0.8321,Very High
68.21,8.37,14.54,8241.99,0.6962,Medium
55.61,2.61,5.82,535.59,0.3258,Low
66.11,8.89,12.41,5994.37,0.6552,Medium
56.74,3.69,3.96,421.88,0.3061,Low
63.29,7.38,13.0,2689.28,0.5858,Medium
70.71,8.65,13.35,16291.74,0.7341,High
65.1,2.47,5.99,602.8,0.3606,Low
67.63,3.03,5.6,2806.1,0.4558,Low
66.83,7.64,8.08,5605.73,0.5944,Medium
61.2,5.75,9.14,1002.58,0.4616,Low
86,12.01,14.33,54792.07,0.9128,Very High
58.03,2.3,5.44,631.28,0.3336,Low
71.0,6.51,11.94,8341.47,0.6601,Medium
51.84,4.31,7.35,558.81,0.3538,Low
82.57,13.99,18,52322.31,0.9581,Very High
76.55,9.97,15.03,13554.96,0.785,High
64.79,3.68,9.89,3625.27,0.5295,Low
64.39,3.91,10.97,1696.35,0.5028,Low
53.41,4.83,9.78,497.96,0.3779,Low
65.73,7.76,12.18,2569.89,0.5906,Medium
79.69,11.63,16.8,70525.93,0.9194,Very High
64.25,11.15,12.66,14565.7,0.7183,High
58.98,3.19,8.32,617.89,0.3819,Low
59.5,4.5,8.24,636.23,0.4006,Low
61.65,3.35,11.11,2084.16,0.4981,Low
76.51,10.74,14.0,61210.52,0.857,Very High
51.5,0.5,4.11,470.39,0.2457,Low
63.43,6.67,6.95,1805.95,0.495,Low
50.09,2.12,5.54,917.47,0.3265,Low
63.89,7.87,13.76,9305.94,0.668,Medium
69.46,7.48,13.91,16357.35,0.7194,High
74.68,11.45,16.13,26317.5,0.8375,Very High
86,12.16,18,66506.93,0.9615,Very High
59.63,1.73,5.25,1029.43,0.3523,Low
65.42,7.62,13.06,12495.77,0.6799,Medium
83.81,12.7,18,71408.18,0.9654,Very High
63.9,6.5,8.47,3042.56,0.5401,Low
65.29,5.02,6.74,2337.43,0.4899,Low
75.66,10.34,10.86,12942.66,0.7408,High
49.85,0.54,5.68,649.29,0.2836,Low
63.36,6.75,11.66,11206.25,0.639,Medium
58.31,3.08,5.87,787.56,0.3655,Low
84.9,8.68,14.66,41234.79,0.8584,Very High
64.36,6.99,8.07,1876.29,0.517,Low
68.8,6.22,11.52,5154.45,0.6177,Medium
84.43,13.54,13.02,47909.68,0.9091,Very High
81.33,10.09,15.49,19876.12,0.8331,Very High
85.69,11.26,18,57092.7,0.9433,Very High
62.49,6.52,7.22,1278.33,0.4719,Low
